Name	Category	Latitude	Longitude
Soccer Post Long Island	Soccer store	40.7649408	-73.5201507
Soccer Post	Soccer store	39.8892359	-75.0166062
Song Taekwondo Academy	Martial arts school	41.1797149	-73.2478693
985 US-1	North Kingstown, RI 02852	41.5495934	-71.4678958
Kamana	Indian restaurant	41.2879866	-72.6828725
Carla's Hair Studio	Hair salon	42.2500985	-71.769801
Carla's Hair Salon	Beauty salon	41.3239596	-73.8514557
Carla's Hair , Carla Miller	Beauty salon	41.2880257	-72.6826287
J C & Me	Beauty salon	41.2880298	-72.6826252
Batterson Hall	Student dormitory	41.8108848	-72.2587815
Islamic Center of University of Connecticut	Mosque	41.8120212	-72.2521448
KLC Dojos teaching Villari's Martial Arts	Martial arts school	41.7348938	-72.2019553
Cutting Crew	Beauty salon	41.7350399	-72.2017709
Cutting Crew	Beauty salon	41.4732528	-73.0427162
Cutting Crew	Beauty salon	42.1493871	-72.4455561
Cutting Crew	Beauty salon	41.494173	-73.0760661
Cutting Crew	Hair salon	41.3393262	-73.0763323
Computer Tamers	Computer store	41.7350399	-72.2017709
Computer Tamers		41.7119773	-72.2212252
CT-99	Connecticut	41.6188039	-72.6539161
629 Hubbardston Rd	Barre, MA 01005	42.4288233	-72.0708776
629 Hubbardston Rd	Barre, MA 01005	42.4288233	-72.0708776
629 Hubbardston Rd	Barre, MA 01005	42.4288233	-72.0708776
Pure Barre	Physical fitness program	42.0770868	-72.5263577
Glastonbury Barre & Yoga, LLC	Yoga studio	41.7122033	-72.6077242
Pure Barre	Physical fitness program	41.3788381	-72.1480492
The Barre CT	Fitness center	41.6593032	-72.6778784
Fuller Yoga Pilates and Barre	Yoga studio	41.7170776	-72.6087258
Balance Yoga, Barre and Fitness	Yoga studio	42.0585715	-72.5170349
Barre & Soul, Wayland Square Yoga and Barre Studio	Yoga studio	41.829631	-71.387918
Pure Barre	Physical fitness program	41.7592052	-72.7410864
Pure Barre	Physical fitness program	41.7572294	-71.4598697
The Barre Effect	Physical fitness program	42.2303921	-71.7171323
Pure Barre	Physical fitness program	41.934685	-71.4808156
Core Barre Studio	Pilates studio	41.6963287	-72.721307
The Barre + Yoga Experience	Fitness center	41.8685709	-71.5063744
Pure Barre	Physical fitness program	41.7207957	-72.6211307
Pure Barre	Physical fitness program	42.2847912	-71.6712329
Pure Barre	Physical fitness program	42.3210332	-72.6309202
BarreCoast: Barre, Yoga, Boxing, HIIT + Boutique	Physical fitness program	41.364713	-71.830057
Beyond The Barre LLC	Gym	41.3489381	-71.9116513
Barre 44	Pilates studio	41.8075344	-72.8269897
Pure Barre	Physical fitness program	42.1527486	-71.4044695
Kohl's Rocky Hill	Department store	41.674639	-72.6542449
Carriage House Townhomes	Apartment building	41.8115937	-72.2762027
Wilbur Cross Hwy		42.0763722	-72.1010363
Stafford	Connecticut	41.984407	-72.3162523
6 Wilbur Cross Way	Storrs, CT 06269	41.8035243	-72.2410065
334 Mansfield Rd	Ashford, CT 06278	41.8424648	-72.1683208
334 Mansfield Rd	Storrs, CT 06269	41.8054939	-72.2462455
Connecticut		41.6032207	-73.087749
70 Main St	Hampton, CT 06247	41.7714683	-72.0556145
91 Main St	Wales, MA 01081	42.0746734	-72.2137547
12 Emerson Dr	Windsor, CT 06095	41.839918	-72.666077
Connecticut		41.6032207	-73.087749
Chamberlain Rd & Silas Deane Hwy	Wethersfield, CT 06109	41.7026574	-72.6601758
Cove Park	Wethersfield, CT 06109	41.7198121	-72.6587256
31 Harlow Dr	Newington, CT 06111	41.687466	-72.705974
2 Patton St	Coventry, RI 02816	41.7063444	-71.5390619
2 Patton Rd	Bloomfield, CT 06002	41.8103548	-72.6887844
Connecticut		41.6032207	-73.087749
Valero gas station and convenience store	Gas station	41.71664	-72.2328577
VALERO	Gas station	41.7195578	-71.8982122
Valero	Gas station	41.9586654	-71.8846003
Valero	Gas station	41.5850336	-71.9395007
Valero	Gas station	41.7967658	-72.4239401
Fas Mart/ Valero	Convenience store	41.6775955	-72.1684463
Valero	Gas station	41.8502781	-72.483536
Valero	Gas station	41.9007876	-72.4592271
Valero	Gas station	41.5808004	-72.350335
Valero gas station and convenience store	Gas station	41.71664	-72.2328577
Valero	Gas station	41.6775475	-72.1684993
Valero	Gas station	41.5456262	-72.4135568
Valero	Gas station	41.8564078	-72.5963591
Valero	Gas station	41.9347211	-72.6294886
Valero	Gas station	42.023257	-72.5859537
Valero	Gas station	41.9963791	-72.6139522
Valero	Gas station	42.1602991	-72.3365577
Valero Gas station	Gas station	41.7322744	-72.6702186
Valero	Gas station	41.6979311	-72.6578871
Valero	Gas station	42.0924637	-72.5622797
194 Auditorium Rd	Storrs, CT 06269	41.8087446	-72.257081
46 Wells Rd	East Windsor, CT 06088	41.922981	-72.5684957
46 Wells Rd	West Hartford, CT 06107	41.7605171	-72.7555018
Max Bibo's	Deli	41.7057896	-72.6618978
Max Bibo's On Trumbull St	Deli	41.7676055	-72.6753676
Max Bibo's of Weston	Sandwich shop	41.7870801	-72.6627348
13 Steven Cir	South Kingstown, RI 02879	41.4469046	-71.4909244
13 Steven Cir	Natick, MA 01760	42.2910862	-71.3356616
South Kingstown	Rhode Island	41.4475686	-71.524667
W Lot	Storrs, CT 06268	41.8175964	-72.2570112
Charlestown	Boston, MA	42.3782065	-71.0602131
Wakefield-Peacedale	South Kingstown, RI	41.4418228	-71.4990383
George C. White Building	3636 Horsebarn Hill Rd Ext	41.8131386	-72.2495071
Windsor Animal Hospital	Veterinary care	41.8897482	-72.6483259
Windsor Animal Clinic	Veterinarian	41.854066	-72.6461633
South Windsor Veterinary Clinic, LLC	Veterinarian	41.825811	-72.550253
VCA Valley Animal Hospital	Animal hospital	41.853676	-72.59271
New England Veterinary Center & Cancer Center	Veterinarian	41.8896628	-72.6483718
Shari Greenberg	Veterinarian	41.889768	-72.6483221
Holly McGrath	Veterinarian	41.889768	-72.6483221
Joel Alsup	Veterinarian	41.889768	-72.6483221
Laura Hamelin	Veterinarian	41.889768	-72.6483221
Anna Sims-Evans	Veterinarian	41.889768	-72.6483221
Larry Berkwitt	Veterinarian	41.889768	-72.6483221
Sadchdev Mohan C DVM	Veterinarian	41.8897484	-72.6483737
106 Main St	Hampton, CT 06247	41.7730439	-72.0554054
Anne H. Webb, MSW		41.709431	-72.654892
Julie Casertano, PhD	Psychologist	41.7094913	-72.6551457
Fas Mart/ Valero	Convenience store	41.6775955	-72.1684463
Fas Mart	Convenience store	41.8501437	-72.4832759
Fas Mart	Convenience store	41.9009961	-72.4594006
Fas Mart	Convenience store	41.8478564	-72.5672107
Fas Mart	Convenience store	42.0232541	-72.5859669
GPM Investments-Fas Mart	Convenience store	41.909035	-72.678607
Fas Mart	Convenience store	41.9321641	-72.6697652
Fas Mart	Convenience store	41.697881	-72.6576978
Fas Mart	Convenience store	41.9347211	-72.6294886
Fas Mart	Convenience store	41.654321	-72.7491759
Fas Mart	Convenience store	41.9965601	-72.6135513
Fas Mart	Convenience store	41.695929	-72.9088029
Fas Mart	Convenience store	41.6702461	-72.9491248
Fas Mart	Convenience store	41.5257687	-72.7668206
CT-195	Connecticut	41.7691878	-72.2016049
American Red Cross Blood Donation Center	Blood donation center	41.5144563	-72.1080597
American Red Cross Blood Donation Center	Blood donation center	42.145636	-72.5285293
American Red Cross Blood Donation Center	Blood donation center	42.2812041	-71.765121
American Red Cross Blood Donation Center	Blood donation center	41.7370943	-72.7916302
American Red Cross Blood Donation Center	Blood donation center	42.2323125	-71.1688922
American Red Cross Blood Donation Center	Blood donation center	41.9045223	-71.0551619
American Red Cross Blood Donation Center	Blood donation center	42.3497924	-71.0647265
American Red Cross Blood Donation Center	Blood donation center	42.2002964	-70.9550979
American Red Cross Blood Donation Center	Blood donation center	42.5650804	-70.9859789
American Red Cross Blood Donation Center	Blood donation center	42.9974684	-71.4374039
Everett American Red Cross Blood, Platelet and Plasma Donation Center	Blood donation center	42.6892931	-73.7777094
American Red Cross	Non-profit organization	40.8783942	-74.2935332
145 Buckland Hills Dr	Manchester, CT 06042	41.8089321	-72.5503913
North Kingstown	Rhode Island	41.5568315	-71.4536835
The Spot Bar and Grill	Bar & grill	41.8598403	-72.3552539
Supercuts	Hair salon	41.7232554	-72.2373805
Supercuts	Hair salon	41.9264707	-71.8759299
Supercuts	Hair salon	41.8288889	-72.4808333
Supercuts	Hair salon	41.8140609	-72.5257117
Supercuts	Hair salon	41.779091	-72.540657
Supercuts Webster	Hair salon	42.0620459	-71.8647592
Supercuts	Hair salon	42.0656498	-72.51415
Supercuts	Hair salon	41.7150231	-72.6068327
Supercuts	Hair salon	41.9906803	-72.5846707
Supercuts	Hair salon	41.6801117	-72.657239
Supercuts	Hair salon	41.8715792	-71.5278356
Supercuts	Hair salon	41.781917	-71.473438
Supercuts	Hair salon	41.7122422	-71.4877458
Supercuts	Hair salon	41.8203874	-71.4999804
Supercuts	Hair salon	42.1324769	-72.6249267
Supercuts	Hair salon	41.661858	-71.552698
Supercuts	Hair salon	41.3692319	-72.0678908
Supercuts	Hair salon	41.554819	-72.671993
Supercuts	Hair salon	41.6681549	-72.7199519
Supercuts	Hair salon	41.7568184	-71.4575909
Fashion Nails & Spa	Nail salon	41.737308	-72.199359
Fashion Nails	Nail salon	42.3475456	-71.5556643
Fashion Nail	Nail salon	41.6799223	-72.6571605
Fashion Nail	Nail salon	41.8871744	-72.4602868
Fashion Nail	Nail salon	42.2062537	-72.6086038
Fashion Nails	Nail salon	42.0818223	-71.6390127
Fashion Nail & Spa	Spa	41.307656	-72.922234
Fashion Nails	Nail salon	42.0588119	-71.0687908
Fashion Nails & Spa	Nail salon	42.1761076	-71.1928288
Fashion Nails	Nail salon	42.2852094	-71.341905
Fashion Nails	Nail salon	42.2498583	-70.9929751
Fashion Nails	Nail salon	41.81989	-71.375411
FASHION NAIL	Nail salon	42.4342369	-71.6848046
Fashion Nail & Skin Care Salon	Nail salon	41.356286	-72.928375
Fashion nails spa	Nail salon	41.6618966	-71.5507659
Fashion Nail Spa	Nail salon	40.8155849	-73.2928198
Fashion Nail	Nail salon	42.8677068	-71.9551409
Fashion Nails	Nail salon	40.7365432	-73.322255
New York Fashion Nail Salon	Nail salon	40.7483709	-73.3201222
Fashion Nails ll	Nail salon	40.7235641	-73.5153579
CT-195	Connecticut	41.7691878	-72.2016049
2318 Jim Calhoun Way	Storrs, CT 06269	41.8039043	-72.2554494
Dr. Maria De Los Angeles Muniz, MD	Doctor	41.7370717	-72.7919112
Cable Ritchard G MD	Doctor	41.7370717	-72.7919112
Badon Stanley J MD	Doctor	41.7370717	-72.7919112
Dr. Patricia T. Pisciotto, MD	Pediatrician	41.7370717	-72.7919112
150 Main St	Hampton, CT 06247	41.7773196	-72.0552906
S County Trailway	New York	41.0064986	-73.8532602
Beacon Diner	Diner	41.61659	-71.491026
East Greenwich	Rhode Island 02818	41.6342619	-71.5130445
1 Blossom Ln	Griswold, CT 06351	41.6135257	-71.9715236
Mcafee Inc	Software company	45.4207183	-74.1607804
McAfee Help	Computer service	42.4090933	-71.2375993
Mcafee Inc	Computer security service	38.9591003	-77.3564136
McAfee	Software company	37.38942	-121.9793065
McAfee International B.V.	Software company	52.2780682	4.7507751
McAfee Hall	Student dormitory	42.2920517	-71.2996654
McAfee	Vernon Township, NJ 07462	41.1785249	-74.5383446
Ellsworth McAfee Park	Park	42.2972759	-71.6367728
McAfee Ski & Snowboard	Ski shop	41.1784648	-74.5349072
McAfee S.A	Computer security service	40.5314009	-3.6384603
McAfee Canada	Corporate office	43.4829361	-80.5425632
Dr. Steven L. Mcafee, MD	Doctor	42.3636192	-71.0691258
McAfee Support	Computer service	43.9848113	-80.0793819
McAfee Antivirus Security	Computer security service	45.5974809	-127.2696988
McAfee	Corporate office	33.0873079	-96.8062952
McAfee	Software company	41.8070985	-88.1165907
McAfee Hardware	Hardware store	41.174442	-74.540433
SCOT G. MCAFEE, MD – Maimonides Medical Center	Psychiatrist	40.6403019	-73.9997605
Mcafee Scott MD	Doctor	40.7331163	-73.9913067
Seth McAfee, MD	Otolaryngologist	40.2102173	-74.0920228
249 CT-32	North Franklin, CT 06254	41.5906425	-72.1288165
Willington Veterinary Center	Veterinarian	41.862014	-72.3021023
Ecology And Evolutionary Biology Plant Growth Facilities	University department	41.8101212	-72.2557458
14 Hartford Turnpike	Eastford, CT 06242	41.8771752	-72.0885295
14 Hartford Turnpike	Hampton, CT 06247	41.7704346	-72.0626482
Wethersfield Town Hall	City Hall	41.7114406	-72.6638828
23 Carriage House Dr	Storrs, CT 06268	41.8099516	-72.2798766
Hebron		31.532569	35.099826
BDL Lot 4 Economy Parking	Parking lot	41.923373	-72.6715856
Long Term Lot 4 at Bradley International Airport	Parking garage	41.9253868	-72.6752746
Lot 4 Springfield College	School	42.1012987	-72.5587766
Lot 4	Parking lot	41.629769	-71.0027394
Lot X	Parking lot	41.807636	-72.2599551
Lot 4	Parking lot	40.9442339	-74.2008555
Essex Park and Ride	Bus station	41.3624681	-72.4244332
Frenchtown Road & Route 4	Parking lot	41.6284537	-71.4846346
Economy Lot 3	Airport parking lot	41.925919	-72.6788028
Sunken Meadow State Park Lot 4	Parking lot	40.9074355	-73.2544702
Lot #4	Parking lot	40.6527634	-74.3485749
Central Avenue Lot 4	Parking lot	42.6601568	-73.7678427
North 4	Parking lot	42.5854637	-71.791949
Gillette Stadium: Lot 3	Parking lot	42.0958874	-71.2649279
Lot 4	Parking lot	41.057442	-74.0196662
Boston MEPS parking lot 4	Corporate office	42.3431696	-71.0424364
CT-99	Connecticut	41.6188039	-72.6539161
Parsonage St & Silas Deane Hwy	Rocky Hill, CT 06067	41.6724888	-72.6453286
R.S. Hughes Co.	Industrial equipment supplier	42.331289	-71.542126
R S Builders	General contractor	41.7881236	-71.9497216
RS Legacy - Closed		41.735025	-72.1992531
RS Legacy - Closed		41.8605915	-72.3568446
RS Legacy - Closed		41.8272986	-72.4984295
RS Legacy - Closed		42.0706453	-71.864803
RS Legacy - Closed		41.7806444	-72.5410644
RS Legacy - Closed		41.5139386	-72.1009272
RS Legacy - Closed		41.8069521	-72.5453979
RS Electrolysis		41.8849215	-72.164799
RS Legacy - Closed		41.9954551	-72.5819803
RS Legacy - Closed		42.0947083	-72.4986117
RS Legacy - Closed		41.8933302	-72.6525501
RS Legacy - Closed		42.185844	-71.8573911
193 Hartford Turnpike	Hampton, CT 06247	41.7757478	-72.0736039
193 Hartford Turnpike	Ashford, CT 06278	41.8781929	-72.111637
215 CT-195	Tolland, CT 06084	41.8600228	-72.3518623
International Institute of Cosmetology	Beauty school	41.7079447	-72.6617732
International Institute of Cosmetology	Beauty school	41.6689854	-72.8677391
J & L Medical Services	Medical supply store	41.707661	-72.661601
J&L Medical Services	Medical supply store	42.1064344	-72.6168374
J&L Medical Services	Store	41.3502153	-72.1534069
J & L Medical Services	Medical supply store	41.5543202	-73.0991917
J&L Medical Services	Medical supply store	41.7861453	-73.1454662
J & L Medical Services LLC	Medical supply store	41.1758877	-73.2235173
J & L Medical Services	Medical supply store	41.3435497	-72.985096
Smoker's Discount World in CT	Tobacco shop	41.740509	-72.178956
Gulf Smokers Discount World	Gas station	41.8407222	-71.8761484
Smoker's Discount World	Tobacco shop	41.6626106	-71.9140309
Altman Orthotics & Prosthetics	Orthotics & prosthetics service	41.707661	-72.661601
135 State St	Springfield, MA 01103	42.1014819	-72.5862249
135 State St	New Haven, CT 06510	41.3022862	-72.9245012
State St and Hartford Ave	Transport interchange	41.7185625	-72.659325
One State Street Cafe	Cafe	41.7660992	-72.6692424
1 State Street Health Club	Gym	41.7666193	-72.6727486
Charlemont	Massachusetts	42.627862	-72.8698183
I-291	Connecticut	41.8188067	-72.6663939
Connecticut		41.6032207	-73.087749
Renovations By Lapila's Llc	General contractor	41.6937862	-72.6577332
Lapilas Renovations LLC	Custom home builder	41.7035844	-72.7058217
95 Cheney Dr	Storrs, CT 06268	41.8046891	-72.2603843
Orchard Acres Apartments	Apartment building	41.8046888	-72.2605597
Foot Paths	Shoe store	42.3558525	-71.0603064
Majesty Bibles & Books	Book store	41.7799891	-72.5420737
I-91		43.1595184	-72.467317
I-91		43.1589596	-72.4677419
940 Storrs Rd	Storrs, CT 06268	41.7871759	-72.2232627
63 Mill Bridge Rd	Eastford, CT 06242	41.9014008	-72.0736392
63 Mill St	Manchester, CT 06042	41.7972485	-72.5180126
63 Mill St	Worcester, MA 01603	42.2478309	-71.8339447
63 Mill St	Springfield, MA 01108	42.0906104	-72.5766554
Caruso Michael J CPA	Accountant	41.6902561	-72.6552831
Dolan Dental	Dentist	41.690256	-72.6552831
Paquette Giantonio & Co LLC	Accounting	41.6902561	-72.6552831
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.9340602	-71.9366698
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.5761274	-72.3316211
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.8269679	-72.4885729
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.821037	-72.543008
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.7194913	-72.6134063
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.6320595	-72.4619922
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.5932131	-72.4894264
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.852365	-72.654007
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.7616655	-72.7436305
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.6902561	-72.6552831
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3506452	-71.9608351
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3355383	-71.9069042
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.5531518	-72.6849737
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.8792866	-72.8000212
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3226335	-72.1951185
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.9521984	-72.7881912
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.811962	-72.8458141
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3517584	-71.7712331
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.7037558	-72.8436604
Gary Guyette | Berkshire Hathaway HomeServices New England Properties	Real estate agents	41.6966889	-72.7559169
Brian Deperry	Real estate agency	41.6901989	-72.6553033
ian smith law – disability insurance attorney	Insurance attorney	41.6901989	-72.6553033
Murphy Edward J	Attorney	41.6902561	-72.6552831
Edward J. Murphy Financial Services	Investment service	40.7765741	-73.4194483
Edward J Murphy Plumbing & Heating	Plumber	40.676452	-73.448776
Edward J. Murphy, PsyD	Doctor	40.122612	-75.334503
J Edward Murphy Funeral Home	Funeral home	42.5930094	-72.2369573
Waste to Water LLC	Garbage collection service	41.6902299	-72.6552045
Anthony Pizzorusso, CPA	Accountant	41.6902188	-72.6552612
Matthew Crossen, Berkshire Hathaway NE Prop.	Real estate agents	41.6901989	-72.6553033
Wayne Stapleton Realty	Real estate consultant	41.6901989	-72.6553033
67 Hurlburt Rd	Somers, CT 06071	41.987134	-72.4782761
67 Hurlburt Rd	Wethersfield, CT 06109	41.7088775	-72.6649738
Old Farm Ln	Mansfield, CT 06269	41.8168213	-72.2500714
CT-195	Connecticut	41.7691878	-72.2016049
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131
59 Main St	Hampton, CT 06247	41.7710801	-72.0570042
40 W Dayton Hill Rd	Wallingford, CT 06492	41.415983	-72.8076654
Graduate School	College	41.8059265	-72.2519698!3m4!1s0x89e68a3c5cb4c28b:0x52eeaa7af6e67c69!8m2
368 Mansfield Rd	Ashford, CT 06278	41.8399025	-72.1696617
368 Mansfield Rd	Storrs, CT 06269	41.8075411	-72.2491163
1397 Storrs Rd	Storrs, CT 06268	41.8131294	-72.2519886
252 Church St	Willimantic, CT 06226	41.7181681	-72.2103077
St. Patrick - St. Anthony Roman Catholic Church	Catholic church	41.7690907	-72.6780391
Wethersfield Teen Theater	Performing arts group	41.7071342	-72.6712626
1199 CT-99	Wethersfield, CT 06109	41.688715	-72.655899
1216 Storrs Rd	Storrs, CT 06268	41.8018763	-72.241679
317 Fairfield Way	Storrs, CT 06269	41.8075243	-72.2522422
117 Garden St	Hartford, CT 06105	41.7718398	-72.6870406
St. Louis	Missouri	38.6270025	-90.1994042
America's Center Convention Complex	Convention center	38.6311143	-90.1909581
O'Fallon	Missouri	38.8106075	-90.6998477
266 Glenbrook Rd	Storrs, CT 06268	41.8079175	-72.2557545
Glenbrook Rd	Mansfield, CT	41.8094497	-72.2534983
Manchester Inn & Suites	Hotel	41.8120071	-72.5110427
Robertson	Manchester, CT 06042	41.7984939	-72.5201745
Robertson School	School	41.797008	-72.5245824
George Hersey Robertson School (GHR)	School	41.7598574	-72.3104936
James F. Robertson, MD	Cardiologist	41.808411	-71.3455267
Robertson's GMC Truck	GMC dealer	41.7700872	-70.7047781
Robertson Elementary School	Elementary school	41.6987828	-71.44013
Robertson Paving Co LLC	Paving contractor	41.7443147	-71.8454091
Robertson James F Dr	Cardiologist	41.808411	-71.3455267
Richard L. Robertson MD	Doctor	42.337125	-71.105867
Margaret I Robertson Elem School	Elementary school	41.896719	-71.3892565
Robertson School	School	41.7759301	-72.5215009
Robertson's Floor Covering Inc	Carpet store	42.1424195	-71.545143
Katherine A. Robertson	Attorney	42.1028269	-72.591554
Iris Robertson, PHD	Doctor	42.2570486	-72.5761821
Iris Robertson, PHD	Doctor	42.2570486	-72.5761821
Robertson Fashion	Clothing store	41.7882866	-72.6804314
Robertson, Iris PhD	Medical clinic	42.2586629	-72.5758904
Sarah Robertson, APRN	Family practice physician	41.7144423	-72.5878562
Robertson James C	Attorney	42.2006405	-71.4300919
Robertson Pamela S	Attorney	41.8253107	-71.4101046
John A. Taylor	Doctor	41.7298633	-72.7914001
Dr. John A. Taylor, DO	Internist	43.9099036	-69.8921091
Budnik Kathleen M	Counselor	41.7999227	-72.6937813
UConn Health Otolaryngology – Head and Neck Surgery	Hospital department	41.7298528	-72.7915087
Department of Community Medicine and Health Care	University	41.7299406	-72.7916343
Department of Genetics and Developmental Biology	University	41.729942	-72.791635
Dr. Karina M. Berg	Internist	41.7299002	-72.7914356
Department of Molecular and Cell Biology	University department	41.8102465	-72.2567322
Harvard University Department of Molecular and Cellular Biology	University department	42.3800331	-71.1153309
Department of Molecular Biology, Cell Biology and Biochemistry	University	41.8286262	-71.4014611
Department of Molecular Biophysics and Biochemistry	University department	41.3033051	-72.9337837
Department of Molecular, Microbial and Structural Biology	University	41.729945	-72.7916346
Department of Molecular Pharmacology, Physiology and Biotechnology	University	41.8188288	-71.4102232
Department of Biological Chemistry and Molecular Pharmacology	University department	42.3362286	-71.1042774
Center for Computational Molecular Biology	University department	41.828244	-71.4011097
Yale University Molecular, Cellular and Developmental Biology	University department	41.3173029	-72.9225523
Mass General Hospital Department of Molecular Biology	Medical Center	42.3621954	-71.0661907
Department of Molecular Biology and Microbiology	University	42.3506511	-71.0635972
Department of Molecular and Systems Biology	University department	43.7086646	-72.2851442
Department of Molecular cell Biology	University	42.3363064	-71.070112
Department of Immunology	University	41.7299453	-72.7916347
Department of Immunology and Infectious Diseases	University department	42.335497	-71.1025
Massachusetts General Hospital : Allergy and Immunology	Hospital department	42.3640046	-71.0693861
Department of Microbiology and Immunology	University department	40.8427073	-73.9426069
Department of Molecular Microbiology and Immunology	University	41.8285658	-71.4028933
Department of Oral Health and Diagnostic Sciences	University	41.7298085	-72.7914544
Janet Rovalino, SP	Doctor	41.7299434	-72.7913302
Texas Roadhouse	Steak house	41.7993985	-72.5494866
Texas Roadhouse	Steak house	42.094153	-72.499439
Texas Roadhouse	Steak house	41.3694001	-72.1200496
Texas Roadhouse	Steak house	41.6636663	-71.4976326
Texas Roadhouse	Steak house	41.799274	-71.442036
Texas Roadhouse	Steak house	42.2940063	-71.7743454
Texas Roadhouse	Steak house	41.981339	-71.509963
Texas Roadhouse	Steak house	42.3520279	-72.5636971
Texas Roadhouse	Steak house	41.537123	-73.002996
Texas Roadhouse	Steak house	42.495847	-71.72888
Texas Roadhouse	Steak house	41.268622	-72.976384
Texas Roadhouse	Steak house	42.157308	-71.20123
Texas Roadhouse	Steak house	42.4000853	-71.0696671
Texas Roadhouse	Steak house	42.091804	-71.050418
Texas Roadhouse	Steak house	41.4078962	-73.4170614
Texas Roadhouse	Steak house	41.6504625	-70.9871924
Texas Roadhouse	Steak house	42.736053	-71.194349
Texas Roadhouse	Steak house	42.798846	-71.53436
Texas Roadhouse	Steak house	41.930536	-70.656849
Texas Roadhouse	Steak house	42.583779	-70.964632
246 Lehigh Meadows Dr	Chesterfield, MO 63005	38.6609705	-90.5868324
Chesterfield County	Virginia	37.3673217	-77.6077865
Chesterfield	New Hampshire	42.9030941	-72.4494848
16615 Chesterfield Manor Dr	Chesterfield, MO 63005	38.661118	-90.5827796
379 Mansfield Rd	Ashford, CT 06278	41.842056	-72.1671666
Edgar Cory M MD	Doctor	41.8046832	-72.2427828
21st Century Insurance	Auto insurance agency	41.8046995	-72.2427359
21st Century Insurance	Insurance agency	40.8650326	-73.1302741
21st Century Insurance Agency	Insurance agency	41.4427402	-72.9097164
Le Petit Marché Café	Cafe	41.8047074	-72.2427697
Katie Sawosik		41.8046953	-72.2428097
Dorinda Miller, PT		41.8046953	-72.2428097
Axela Management	Leasing service	41.8046953	-72.2428097
Axela Management	Property management company	41.5353201	-72.9972526
Storrs Student Living	Apartment complex	41.8047074	-72.2427697
O'Hare	Chicago, IL	41.9772983	-87.8368909
Aphrodite Marble & Granite Co., Inc.	Countertop store	39.824549	-74.20381
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.8167115	-73.411255
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	41.0303632	-73.7882796
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.7861489	-73.6495411
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.8836945	-74.2867492
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.2837925	-74.0501874
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.5988692	-74.4836098
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	39.9402852	-74.9586662
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.02217	-75.320097
Johnson Fitness & Wellness	Exercise equipment store	40.2983927	-74.6814779
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	39.8305607	-75.5429318
Defiant Cookie Dough Company	Cookie shop	38.6688558	-90.6078514
Life Stream Foot Spa	Spa	38.6688464	-90.6083029
Mo Niek Book Store	Book store	38.6688979	-90.6080939
Webster University Bookstore	Book store	38.5881908	-90.3425019
Missouri Baptist University Bookstore	Book store	38.6412481	-90.4623234
Baker Bookstore	Book store	37.20068	-93.278088
Lindenwood Bookstore	Book store	38.7839107	-90.5035202
Saint Louis University Bookstore	Book store	38.634717	-90.233168
Fontbonne Bookstore	Book store	38.6415452	-90.3158907
Southeast Bookstore	Book store	37.3116507	-89.5325962
Main Street Books	Book store	38.7794821	-90.4824773
The Mizzou Store	Book store	38.9425528	-92.3262351
The Mizzou Store	Book store	38.9425528	-92.3262351
Washington University Campus Store	Book store	38.6474122	-90.3096529
Washington University Campus Store	Book store	38.6474122	-90.3096529
Drury University Bookstore	Book store	37.2210337	-93.2848833
Nike Factory Store	Sportswear store	36.6448467	-93.2639419
Nike Factory Store	Sportswear store	36.6448467	-93.2639419
Nike Factory Store	Sportswear store	38.6774117	-90.6620477
Rock Solid Creations	Corporate office	40.2378829	-74.367775
