Name	Category	Latitude	Longitude	newType
Central Avenue Lot 4	Parking lot	42.660156799999996	-73.7678427	Professional & Other Places
North 4	Parking lot	42.585463700000005	-71.791949	Professional & Other Places
Gillette Stadium: Lot 3	Parking lot	42.0958874	-71.2649279	Professional & Other Places
Lot 4	Parking lot	41.057442	-74.0196662	Professional & Other Places
Boston MEPS parking lot 4	Corporate office	42.3431696	-71.0424364	Professional & Other Places
CT-99	Connecticut	41.618803899999996	-72.6539161	Outdoors & Recreation
Parsonage St & Silas Deane Hwy	Rocky Hill, CT 06067	41.672488799999996	-72.6453286	Outdoors & Recreation
R.S. Hughes Co.	Industrial equipment supplier	42.331289	-71.542126	Shop & Service
R S Builders	General contractor	41.788123600000006	-71.9497216	Shop & Service
193 Hartford Turnpike	Hampton, CT 06247	41.7757478	-72.0736039	Outdoors & Recreation
193 Hartford Turnpike	Ashford, CT 06278	41.8781929	-72.111637	Travel & Transport
215 CT-195	Tolland, CT 06084	41.860022799999996	-72.3518623	Travel & Transport
International Institute of Cosmetology	Beauty school	41.707944700000006	-72.6617732	Shop & Service
International Institute of Cosmetology	Beauty school	41.6689854	-72.8677391	Shop & Service
J & L Medical Services	Medical supply store	41.707661	-72.661601	Shop & Service
J&L Medical Services	Medical supply store	42.1064344	-72.6168374	Shop & Service
J&L Medical Services	Store	41.3502153	-72.1534069	Shop & Service
J & L Medical Services	Medical supply store	41.55432020000001	-73.0991917	Shop & Service
J&L Medical Services	Medical supply store	41.7861453	-73.1454662	Shop & Service
J & L Medical Services LLC	Medical supply store	41.175887700000004	-73.2235173	Shop & Service
J & L Medical Services	Medical supply store	41.343549700000004	-72.985096	Shop & Service
Smoker's Discount World in CT	Tobacco shop	41.740509	-72.178956	Shop & Service
Gulf Smokers Discount World	Gas station	41.8407222	-71.8761484	Shop & Service
Smoker's Discount World	Tobacco shop	41.6626106	-71.9140309	Shop & Service
Altman Orthotics & Prosthetics	Orthotics & prosthetics service	41.707661	-72.661601	Shop & Service
135 State St	Springfield, MA 01103	42.101481899999996	-72.5862249	Outdoors & Recreation
135 State St	New Haven, CT 06510	41.302286200000005	-72.9245012	Outdoors & Recreation
State St and Hartford Ave	Transport interchange	41.7185625	-72.659325	Travel & Transport
One State Street Cafe	Cafe	41.7660992	-72.6692424	Outdoors & Recreation
1 State Street Health Club	Gym	41.766619299999995	-72.6727486	Outdoors & Recreation
Charlemont	Massachusetts	42.627862	-72.8698183	Outdoors & Recreation
I-291	Connecticut	41.8188067	-72.6663939	Outdoors & Recreation
Renovations By Lapila's Llc	General contractor	41.693786200000005	-72.6577332	Shop & Service
Lapilas Renovations LLC	Custom home builder	41.7035844	-72.7058217	Residence
95 Cheney Dr	Storrs, CT 06268	41.8046891	-72.2603843	Outdoors & Recreation
Orchard Acres Apartments	Apartment building	41.8046888	-72.2605597	Residence
Foot Paths	Shoe store	42.355852500000005	-71.0603064	Shop & Service
Majesty Bibles & Books	Book store	41.7799891	-72.5420737	Shop & Service
940 Storrs Rd	Storrs, CT 06268	41.787175899999994	-72.2232627	Outdoors & Recreation
63 Mill Bridge Rd	Eastford, CT 06242	41.9014008	-72.0736392	Travel & Transport
63 Mill St	Manchester, CT 06042	41.7972485	-72.5180126	Outdoors & Recreation
63 Mill St	Worcester, MA 01603	42.247830900000004	-71.8339447	Outdoors & Recreation
63 Mill St	Springfield, MA 01108	42.0906104	-72.5766554	Outdoors & Recreation
Caruso Michael J CPA	Accountant	41.6902561	-72.6552831	Shop & Service
Dolan Dental	Dentist	41.690256	-72.6552831	Professional & Other Places
Paquette Giantonio & Co LLC	Accounting	41.6902561	-72.6552831	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.934060200000005	-71.9366698	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.5761274	-72.3316211	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.8269679	-72.4885729	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.821037	-72.543008	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.719491299999994	-72.6134063	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.6320595	-72.4619922	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.5932131	-72.4894264	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.852365	-72.654007	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.7616655	-72.7436305	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.6902561	-72.6552831	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3506452	-71.9608351	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.335538299999996	-71.9069042	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.553151799999995	-72.6849737	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.8792866	-72.8000212	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.3226335	-72.1951185	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.9521984	-72.7881912	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.811962	-72.8458141	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.351758399999994	-71.7712331	Shop & Service
Berkshire Hathaway HomeServices New England Properties	Real estate agency	41.703755799999996	-72.8436604	Shop & Service
Gary Guyette | Berkshire Hathaway HomeServices New England Properties	Real estate agents	41.6966889	-72.7559169	Outdoors & Recreation
Brian Deperry	Real estate agency	41.6901989	-72.6553033	Shop & Service
ian smith law – disability insurance attorney	Insurance attorney	41.6901989	-72.6553033	Professional & Other Places
Murphy Edward J	Attorney	41.6902561	-72.6552831	Professional & Other Places
Edward J. Murphy Financial Services	Investment service	40.776574100000005	-73.4194483	Shop & Service
Edward J Murphy Plumbing & Heating	Plumber	40.676452000000005	-73.448776	Shop & Service
Edward J. Murphy, PsyD	Doctor	40.122612	-75.334503	Professional & Other Places
J Edward Murphy Funeral Home	Funeral home	42.5930094	-72.2369573	Residence
Waste to Water LLC	Garbage collection service	41.6902299	-72.6552045	Shop & Service
Anthony Pizzorusso, CPA	Accountant	41.6902188	-72.6552612	Shop & Service
Matthew Crossen, Berkshire Hathaway NE Prop.	Real estate agents	41.6901989	-72.6553033	Outdoors & Recreation
Wayne Stapleton Realty	Real estate consultant	41.6901989	-72.6553033	Shop & Service
67 Hurlburt Rd	Somers, CT 06071	41.987134000000005	-72.4782761	Outdoors & Recreation
67 Hurlburt Rd	Wethersfield, CT 06109	41.7088775	-72.6649738	Outdoors & Recreation
Old Farm Ln	Mansfield, CT 06269	41.8168213	-72.2500714	Outdoors & Recreation
CT-195	Connecticut	41.7691878	-72.2016049	Outdoors & Recreation
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131	Outdoors & Recreation
59 Main St	Hampton, CT 06247	41.771080100000006	-72.0570042	Outdoors & Recreation
40 W Dayton Hill Rd	Wallingford, CT 06492	41.415983000000004	-72.8076654	Travel & Transport
Graduate School	College	41.8059265	-72.2519698!3m4!1s0x89e68a3c5cb4c28b:0x52eeaa7af6e67c69!8m2	College & University
368 Mansfield Rd	Ashford, CT 06278	41.8399025	-72.1696617	Travel & Transport
368 Mansfield Rd	Storrs, CT 06269	41.8075411	-72.2491163	Outdoors & Recreation
1397 Storrs Rd	Storrs, CT 06268	41.8131294	-72.2519886	Outdoors & Recreation
252 Church St	Willimantic, CT 06226	41.71816810000001	-72.2103077	Outdoors & Recreation
St. Patrick - St. Anthony Roman Catholic Church	Catholic church	41.7690907	-72.6780391	Professional & Other Places
Wethersfield Teen Theater	Performing arts group	41.7071342	-72.6712626	Outdoors & Recreation
1199 CT-99	Wethersfield, CT 06109	41.688715	-72.655899	Outdoors & Recreation
1216 Storrs Rd	Storrs, CT 06268	41.801876299999996	-72.241679	Outdoors & Recreation
317 Fairfield Way	Storrs, CT 06269	41.8075243	-72.2522422	Outdoors & Recreation
117 Garden St	Hartford, CT 06105	41.7718398	-72.6870406	Travel & Transport
St. Louis	Missouri	38.6270025	-90.1994042	Outdoors & Recreation
America's Center Convention Complex	Convention center	38.6311143	-90.1909581	Shop & Service
O'Fallon	Missouri	38.8106075	-90.6998477	Outdoors & Recreation
266 Glenbrook Rd	Storrs, CT 06268	41.8079175	-72.2557545	Outdoors & Recreation
Glenbrook Rd	Mansfield, CT	41.8094497	-72.2534983	Outdoors & Recreation
Manchester Inn & Suites	Hotel	41.8120071	-72.5110427	Travel & Transport
Robertson	Manchester, CT 06042	41.798493900000004	-72.5201745	Outdoors & Recreation
Robertson School	School	41.797008	-72.5245824	Professional & Other Places
George Hersey Robertson School (GHR)	School	41.759857399999994	-72.3104936	Professional & Other Places
James F. Robertson, MD	Cardiologist	41.808411	-71.3455267	Travel & Transport
Robertson's GMC Truck	GMC dealer	41.770087200000006	-70.7047781	Shop & Service
Robertson Elementary School	Elementary school	41.6987828	-71.44013	Professional & Other Places
Robertson Paving Co LLC	Paving contractor	41.744314700000004	-71.8454091	Shop & Service
Robertson James F Dr	Cardiologist	41.808411	-71.3455267	Travel & Transport
Richard L. Robertson MD	Doctor	42.337125	-71.105867	Professional & Other Places
Margaret I Robertson Elem School	Elementary school	41.896719	-71.3892565	Professional & Other Places
Robertson School	School	41.775930100000004	-72.5215009	Professional & Other Places
Robertson's Floor Covering Inc	Carpet store	42.1424195	-71.545143	Shop & Service
Katherine A. Robertson	Attorney	42.1028269	-72.591554	Professional & Other Places
Iris Robertson, PHD	Doctor	42.257048600000005	-72.5761821	Professional & Other Places
Iris Robertson, PHD	Doctor	42.257048600000005	-72.5761821	Professional & Other Places
Robertson Fashion	Clothing store	41.788286600000006	-72.6804314	Shop & Service
Robertson, Iris PhD	Medical clinic	42.2586629	-72.5758904	Professional & Other Places
Sarah Robertson, APRN	Family practice physician	41.714442299999995	-72.5878562	Outdoors & Recreation
Robertson James C	Attorney	42.200640500000006	-71.4300919	Professional & Other Places
Robertson Pamela S	Attorney	41.8253107	-71.4101046	Professional & Other Places
John A. Taylor	Doctor	41.7298633	-72.7914001	Professional & Other Places
Dr. John A. Taylor, DO	Internist	43.9099036	-69.8921091	Professional & Other Places
Budnik Kathleen M	Counselor	41.7999227	-72.6937813	Professional & Other Places
UConn Health Otolaryngology – Head and Neck Surgery	Hospital department	41.729852799999996	-72.7915087	Professional & Other Places
Department of Community Medicine and Health Care	University	41.7299406	-72.7916343	College & University
Department of Genetics and Developmental Biology	University	41.729942	-72.791635	College & University
Dr. Karina M. Berg	Internist	41.7299002	-72.7914356	Professional & Other Places
Department of Molecular and Cell Biology	University department	41.810246500000005	-72.2567322	Outdoors & Recreation
Harvard University Department of Molecular and Cellular Biology	University department	42.3800331	-71.1153309	Outdoors & Recreation
Department of Molecular Biology, Cell Biology and Biochemistry	University	41.8286262	-71.4014611	College & University
Department of Molecular Biophysics and Biochemistry	University department	41.3033051	-72.9337837	Outdoors & Recreation
Department of Molecular, Microbial and Structural Biology	University	41.729945	-72.7916346	College & University
Department of Molecular Pharmacology, Physiology and Biotechnology	University	41.81882879999999	-71.4102232	College & University
Department of Biological Chemistry and Molecular Pharmacology	University department	42.336228600000005	-71.1042774	Outdoors & Recreation
Center for Computational Molecular Biology	University department	41.828244	-71.4011097	Outdoors & Recreation
Yale University Molecular, Cellular and Developmental Biology	University department	41.3173029	-72.9225523	Outdoors & Recreation
Mass General Hospital Department of Molecular Biology	Medical Center	42.3621954	-71.0661907	Shop & Service
Department of Molecular Biology and Microbiology	University	42.3506511	-71.0635972	College & University
Department of Molecular and Systems Biology	University department	43.7086646	-72.2851442	Outdoors & Recreation
Department of Molecular cell Biology	University	42.3363064	-71.070112	College & University
Department of Immunology	University	41.7299453	-72.7916347	College & University
Department of Immunology and Infectious Diseases	University department	42.335497	-71.1025	Outdoors & Recreation
Massachusetts General Hospital : Allergy and Immunology	Hospital department	42.3640046	-71.0693861	Professional & Other Places
Department of Microbiology and Immunology	University department	40.8427073	-73.9426069	Outdoors & Recreation
Department of Molecular Microbiology and Immunology	University	41.8285658	-71.4028933	College & University
Department of Oral Health and Diagnostic Sciences	University	41.729808500000004	-72.7914544	College & University
Janet Rovalino, SP	Doctor	41.7299434	-72.7913302	Professional & Other Places
Texas Roadhouse	Steak house	41.799398499999995	-72.5494866	Food
Texas Roadhouse	Steak house	42.094153000000006	-72.499439	Food
Texas Roadhouse	Steak house	41.3694001	-72.1200496	Food
Texas Roadhouse	Steak house	41.663666299999996	-71.4976326	Food
Texas Roadhouse	Steak house	41.799274	-71.442036	Food
Texas Roadhouse	Steak house	42.2940063	-71.7743454	Food
Texas Roadhouse	Steak house	41.981339	-71.509963	Food
Texas Roadhouse	Steak house	42.352027899999996	-72.5636971	Food
Texas Roadhouse	Steak house	41.537123	-73.002996	Food
Texas Roadhouse	Steak house	42.495847	-71.72888	Food
Texas Roadhouse	Steak house	41.268622	-72.976384	Food
Texas Roadhouse	Steak house	42.157308	-71.20123	Food
Texas Roadhouse	Steak house	42.40008529999999	-71.0696671	Food
Texas Roadhouse	Steak house	42.091803999999996	-71.050418	Food
Texas Roadhouse	Steak house	41.4078962	-73.4170614	Food
Texas Roadhouse	Steak house	41.6504625	-70.9871924	Food
Texas Roadhouse	Steak house	42.736053000000005	-71.194349	Food
Texas Roadhouse	Steak house	42.798846000000005	-71.53436	Food
Texas Roadhouse	Steak house	41.930536	-70.656849	Food
Texas Roadhouse	Steak house	42.583779	-70.964632	Food
246 Lehigh Meadows Dr	Chesterfield, MO 63005	38.660970500000005	-90.5868324	Outdoors & Recreation
Chesterfield County	Virginia	37.3673217	-77.6077865	Outdoors & Recreation
Chesterfield	New Hampshire	42.9030941	-72.4494848	Outdoors & Recreation
16615 Chesterfield Manor Dr	Chesterfield, MO 63005	38.661118	-90.5827796	Outdoors & Recreation
379 Mansfield Rd	Ashford, CT 06278	41.842056	-72.1671666	Travel & Transport
Edgar Cory M MD	Doctor	41.80468320000001	-72.2427828	Professional & Other Places
21st Century Insurance	Auto insurance agency	41.8046995	-72.2427359	Shop & Service
21st Century Insurance	Insurance agency	40.8650326	-73.1302741	Shop & Service
21st Century Insurance Agency	Insurance agency	41.4427402	-72.9097164	Shop & Service
Le Petit Marché Café	Cafe	41.8047074	-72.2427697	Outdoors & Recreation
Axela Management	Leasing service	41.8046953	-72.2428097	Shop & Service
Axela Management	Property management company	41.5353201	-72.9972526	Professional & Other Places
Storrs Student Living	Apartment complex	41.8047074	-72.2427697	Residence
O'Hare	Chicago, IL	41.977298299999994	-87.8368909	Outdoors & Recreation
Aphrodite Marble & Granite Co., Inc.	Countertop store	39.824549	-74.20381	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.8167115	-73.411255	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	41.030363200000004	-73.7882796	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.7861489	-73.6495411	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.8836945	-74.2867492	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.2837925	-74.0501874	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.5988692	-74.4836098	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	39.9402852	-74.9586662	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	40.02217	-75.320097	Shop & Service
Johnson Fitness & Wellness	Exercise equipment store	40.2983927	-74.6814779	Shop & Service
Johnson Fitness & Wellness Store (formerly Leisure Fitness Equipment)	Exercise equipment store	39.8305607	-75.5429318	Shop & Service
Defiant Cookie Dough Company	Cookie shop	38.668855799999996	-90.6078514	Shop & Service
Life Stream Foot Spa	Spa	38.6688464	-90.6083029	Shop & Service
Mo Niek Book Store	Book store	38.6688979	-90.6080939	Shop & Service
Webster University Bookstore	Book store	38.5881908	-90.3425019	Shop & Service
Missouri Baptist University Bookstore	Book store	38.641248100000006	-90.4623234	Shop & Service
Baker Bookstore	Book store	37.20068	-93.278088	Shop & Service
Lindenwood Bookstore	Book store	38.7839107	-90.5035202	Shop & Service
Saint Louis University Bookstore	Book store	38.634716999999995	-90.233168	Shop & Service
Fontbonne Bookstore	Book store	38.6415452	-90.3158907	Shop & Service
Southeast Bookstore	Book store	37.3116507	-89.5325962	Shop & Service
Main Street Books	Book store	38.7794821	-90.4824773	Shop & Service
The Mizzou Store	Book store	38.9425528	-92.3262351	Shop & Service
The Mizzou Store	Book store	38.9425528	-92.3262351	Shop & Service
Washington University Campus Store	Book store	38.647412200000005	-90.3096529	Shop & Service
Washington University Campus Store	Book store	38.647412200000005	-90.3096529	Shop & Service
Drury University Bookstore	Book store	37.22103370000001	-93.2848833	Shop & Service
Nike Factory Store	Sportswear store	36.6448467	-93.2639419	Travel & Transport
Nike Factory Store	Sportswear store	36.6448467	-93.2639419	Travel & Transport
Nike Factory Store	Sportswear store	38.6774117	-90.6620477	Travel & Transport
Rock Solid Creations	Corporate office	40.237882899999995	-74.367775	Professional & Other Places
Rock Solid Creations	Countertop store	38.6688979	-90.6080939	Shop & Service
Rock Solid Creation	Masonry contractor	43.9311871	-78.6954336	Shop & Service
Rock Solid Creations	Countertop store	38.5417657	-90.498614	Shop & Service
Rock Solid Creations	Kitchen remodeler	28.679084000000003	-82.3763112	Shop & Service
Rock Solid Creations	Countertop store	28.7684897	-82.55234	Shop & Service
Rock Solid Creations	Countertop store	33.7050473	-78.9291822	Shop & Service
Rock Solid Creations,Inc.	Tile contractor	37.8595706	-120.2268859	Shop & Service
O'Neill's	Family restaurant	40.72885	-73.9007	Outdoors & Recreation
O'Neal's Seafood Restaurant	Seafood restaurant	30.711584000000002	-89.135747	Food
O'Neal's Sea Harvest	Seafood wholesaler	35.845925799999996	-75.6229719	Outdoors & Recreation
O'Neal's Country Buffet	Buffet restaurant	30.831388899999997	-83.9855556	Food
O'Neals Pub	Restaurant	40.5499917	-76.3852746	Food
C'est La Vie Bistro	French restaurant	42.3191528	-71.6405945	Food
Brasserie La Vie French Cuisine	French restaurant	40.6437867	-73.7812477	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.8062234	-72.5457417	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.167630200000005	-72.6413569	Food
Philly's	Sandwich shop	41.535901	-72.090972	Shop & Service
Charleys Philly Steaks	Cheesesteak restaurant	41.3746826	-72.1441734	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.827304999999996	-71.4167518	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.7256256	-71.4790271	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.5506526	-72.8065764	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.946634700000004	-71.3499846	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.3386237	-71.1072353	Food
Charleys	Cheesesteak restaurant	42.3008066	-71.3841354	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.3558635	-71.0604975	Food
Philly Cheesesteaks and Locks	American restaurant	41.6039975	-73.9721212	Outdoors & Recreation
Charleys Philly Steaks	Cheesesteak restaurant	42.2220924	-71.024216	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.093830100000005	-71.0534923	Food
Charley's Philly Steaks	Cheesesteak restaurant	42.368195899999996	-71.0761754	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.701017	-71.4369865	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.3559974	-71.6130076	Food
Charleys Philly Steaks	Cheesesteak restaurant	42.4822898	-71.2135439	Food
Charleys Philly Steaks	Cheesesteak restaurant	41.229341299999994	-73.2267736	Food
Charleys Philly Steaks	Cheesesteak restaurant	40.9218422	-72.7135758	Food
Fresh Attractions Deli	Deli	35.2187167	-80.9425	Food
Navitrans Inc	Freight forwarding service	40.6437867	-73.7812477	Travel & Transport
Navitrans Shipping Agencies Inc	Shipping service	45.5488619	-73.7676159	Shop & Service
Travelex Currency Services - Burlington Mall	Currency exchange service	42.4824804	-71.2137001	Shop & Service
Travelex	Currency exchange service	42.362110799999996	-71.0192273	Shop & Service
Travelex Currency Services - South Shore Plaza	Currency exchange service	42.22180170000001	-71.0220514	Shop & Service
TravelEx ATM	Currency exchange service	42.7681887	-71.2310006	Shop & Service
Travelex	Currency exchange service	42.3630165	-71.0248509	Shop & Service
Travelex	Currency exchange service	42.366705100000004	-71.0162374	Shop & Service
Travelex Currency Services - Boston Airport Terminal A Airside Departures	Currency exchange service	42.3630657	-71.0178511	Shop & Service
Travelex	Currency exchange service	42.3646479	-71.0215936	Shop & Service
Travelex Worldwide Money	Currency exchange service	40.6522581	-73.8055842	Shop & Service
Currency Exchange - Travelex	Currency exchange service	42.3680005	-71.0149538	Shop & Service
Travelex Currency Services - The Westchester Mall	Currency exchange service	41.031501399999996	-73.7585815	Shop & Service
Travelex Currency Services - The Plaza Hotel	Currency exchange service	40.7646095	-73.9743547	Shop & Service
Travelex Currency Services - Boston Airport Terminal E - Landside Departures	Currency exchange service	42.3634422	-71.0257812	Shop & Service
Travelex Currency Services - Woodbury Commons Mall	Currency exchange service	41.3169256	-74.1259455	Shop & Service
Travelex Currency Services - Vesey Street	Currency exchange service	40.7121907	-74.0098325	Shop & Service
Travelex	Currency exchange service	40.6436614	-73.7812943	Shop & Service
Travelex Currency Services	Currency exchange service	40.6433528	-73.7890078	Shop & Service
Travelex currency exchange	Currency exchange service	42.3677598	-71.0181738	Shop & Service
Travelex ATM	Currency exchange service	40.4234224	-74.3819576	Shop & Service
Travelex Currency Services - JFK Airport Terminal 8 Concourse C	Currency exchange service	40.6473844	-73.7905165	Shop & Service
Stone Rose Bar	American restaurant	40.6437867	-73.7812477	Outdoors & Recreation
Stone Rose Steakhouse Sushi Lounge	Steak house	41.3283111	-73.808175	Food
The StoneRose Restaurant	American restaurant	40.0803935	-75.3001323	Outdoors & Recreation
J.F.K. International Islamic Center	Mosque	40.6438525	-73.7811457	Professional & Other Places
Travelex Currency Services - South Shore Plaza	Currency exchange service	42.22180170000001	-71.0220514	Shop & Service
Travelex Currency Services - Burlington Mall	Currency exchange service	42.4824804	-71.2137001	Shop & Service
Travelex Currency Services - Boston Airport Terminal A Airside Departures	Currency exchange service	42.3630657	-71.0178511	Shop & Service
Travelex Currency Services - Boston Airport Terminal E Airside South Departures	Currency exchange service	42.3656857	-71.0180474	Shop & Service
Travelex	Currency exchange service	42.3630165	-71.0248509	Shop & Service
Travelex Currency Services - The Westchester Mall	Currency exchange service	41.031501399999996	-73.7585815	Shop & Service
Travelex	Currency exchange service	42.366705100000004	-71.0162374	Shop & Service
Travelex Currency Services - Woodbury Commons Mall	Currency exchange service	41.3169256	-74.1259455	Shop & Service
Travelex	Currency exchange service	42.3646479	-71.0215936	Shop & Service
Currency Exchange - Travelex	Currency exchange service	42.3680005	-71.0149538	Shop & Service
Travelex currency exchange	Currency exchange service	42.3677598	-71.0181738	Shop & Service
Travelex Currency Services - The Plaza Hotel	Currency exchange service	40.7646095	-73.9743547	Shop & Service
Travelex Currency Services - JFK Airport Terminal 5 Departures	Currency exchange service	40.6458058	-73.7752746	Shop & Service
Travelex Currency Services - Vesey Street	Currency exchange service	40.7121907	-74.0098325	Shop & Service
Travelex Currency Services	Currency exchange service	40.6433528	-73.7890078	Shop & Service
Travelex Currency Services - JFK Airport Terminal 7 Arrivals	Currency exchange service	40.6490278	-73.7822451	Shop & Service
Travelex Currency Services - JFK Airport Terminal 8 Arrivals	Currency exchange service	40.646870799999995	-73.7894593	Shop & Service
Travelex Currency Services - Newark Airport Terminal C, C-3	Currency exchange service	40.695659899999995	-74.1776899	Shop & Service
Travelex Currency Services - JFK Airport Terminal 2	Currency exchange service	40.6413878	-73.789118	Shop & Service
Travelex Currency Services	Currency exchange service	40.6500369	-73.7926561	Shop & Service
Flatiron Coffee Roasters	Coffee shop	40.6436246	-73.7814185	Shop & Service
Maryland Heights	Missouri	38.7131073	-90.4298401	Outdoors & Recreation
Mahatma Gandhi Center	Hindu temple	40.9268734	-74.2065873	Professional & Other Places
Mahatma Gandhi Center	Cultural center	38.6149002	-90.4981188	Shop & Service
Mahbubnagar	మహబూబ్నగర్	16.7488379	78.0035172	Professional & Other Places
Boyapalle Rural	బోయపల్లె రురల్	16.7558678	77.9995723	Professional & Other Places
Srinagar Colony Main Rd	Hyderabad, Telangana	17.430247	78.4376716	Professional & Other Places
Miantic AV Distribution Pvt Ltd	Corporate office	17.450473100000004	78.3869992	Professional & Other Places
WEDantra	Wedding planner	17.429714399999998	78.4469039	Shop & Service
Balaji Apartments	Apartment building	17.97048	79.4952213	Residence
Surya Kuteer Apartments	Apartment building	17.4297035	78.4469118	Residence
Surya constructions	Apartment building	18.013402600000003	79.5472293	Residence
Veerabhadra apartments	Apartment building	17.996415399999997	79.5348138	Residence
Lahari Rudrama Apartments	Apartment building	18.0075854	79.5543292	Residence
Gayatri apartments	Apartment building	17.9997979	79.5396945	Residence
AVKV APARTMENTS	Apartment building	18.003754100000002	79.5347602	Residence
Manga Nilayam Apartments	Apartment building	17.990618899999998	79.5368729	Residence
Venkateshwara Apartments	Apartment building	17.9898051	79.5370278	Residence
VIJAYA ELITE	Apartment building	17.966797699999997	79.4929199	Residence
BVKG Residency Apartments	Apartment building	18.006655399999996	79.5444325	Residence
Syam Residency	Apartment building	17.9743133	79.4939935	Residence
Happy Homes Apartment	Apartment building	18.0039988	79.5398646	Residence
SVC Emerald Heights Apartments	Furnished apartment building	17.996471600000003	79.5298509	Residence
Vinayaka Nilayam Apartment	Apartment building	18.0002049	79.5359623	Residence
APR LEGENDS Apartments	Apartment building	17.991899	79.5487085	Residence
Balaji residency	Apartment building	17.970214300000002	79.4980101	Residence
City Service apartments Subedari	Apartment building	17.993559	79.5515383	Residence
Shantiniketan Apartments	Apartment building	18.0085214	79.542079	Residence
Vasista apartments	Apartment building	18.0030234	79.5547194	Residence
Dardenne Prairie	Missouri 63368	38.77030870000001	-90.7293008	Outdoors & Recreation
JCPenney Portraits	Photographer	41.8071852	-72.5444019	Shop & Service
JCPenney Portraits	Photographer	41.7246658	-71.4777082	Shop & Service
JCPenney Portraits	Photographer	41.7219465	-72.7632347	Shop & Service
JCPenney Portraits	Photographer	42.169529499999996	-72.640882	Shop & Service
JCPenney Portraits	Photographer	41.375217	-72.1464549	Shop & Service
JCPenney Portraits	Photographer	41.9472029	-71.3493512	Shop & Service
JCPenney Portraits	Photographer	42.356243799999994	-71.6117262	Shop & Service
JCPenney Portraits	Photographer	41.54855870000001	-73.0253753	Shop & Service
JCPenney Portraits	Photographer	41.6424105	-70.9914086	Shop & Service
JCPenney Portraits	Photographer	42.7004144	-71.4376698	Shop & Service
JCPenney Portraits	Photographer	41.229014299999996	-73.2284696	Shop & Service
JCPenney Portraits	Photographer	41.3800517	-73.4817327	Shop & Service
JCPenney Portraits	Photographer	42.5397688	-70.943345	Shop & Service
JCPenney Portraits	Photographer	42.767863399999996	-71.2310549	Shop & Service
Punjagutta Officers Colony	పంజాగుట్ట ఆఫీసర్స్ కాలనీ	17.4304868	78.4538802	Professional & Other Places
YCLIN Speciality Labs	Medical laboratory	17.1417842	78.3616215	Professional & Other Places
Yclin Diagnostics	Diagnostic center	17.4296033	78.4553405	Shop & Service
Usha Mansion	Apartment building	17.4296978	78.4552367	Residence
Beautiful Minds Accommodation	Student dormitory	17.429912100000003	78.4551807	Residence
Srikanya Comfort Restaurant	Andhra restaurant	17.4295742	78.455412	Food
